icdg01a1q_flt.fits           12014-04-1108:42:18       88.435623      78045.6      182.879     0.443285      38.2015
icdg01zdq_flt.fits           12014-04-1108:07:47       88.435623      76728.4      194.417     0.530945      33.0928
icdg01zeq_flt.fits           12014-04-1108:09:34       88.435623      77514.3      189.913     0.440540      35.6880
icdg01zfq_flt.fits           12014-04-1108:11:21       88.435623      77488.8      189.250     0.445871      36.5988
icdg01znq_flt.fits           12014-04-1108:19:17       88.435623      76531.8      190.664     0.419147      37.0295
icdg01zpq_flt.fits           12014-04-1108:21:04       88.435623      76195.2      196.657     0.539503      37.4504
icdg01zqq_flt.fits           12014-04-1108:22:51       88.435623      76870.9      189.314     0.420668      38.2675
icdg01ztq_flt.fits           12014-04-1108:29:01       88.435623      78199.2      176.403     0.385321      39.4850
icdg01zuq_flt.fits           12014-04-1108:30:48       88.435623      78584.6      180.608     0.388205      35.9479
icdg01zvq_flt.fits           12014-04-1108:32:35       88.435623      78646.4      175.634     0.282269      40.1053
icdg01zzq_flt.fits           12014-04-1108:40:31       88.435623      77780.6      173.671     0.500004      37.8268
icdg02aeq_flt.fits           22014-04-1109:43:25       88.435623      75924.0      193.067     0.909298      37.0233
icdg02afq_flt.fits           22014-04-1109:45:12       88.435623      76086.3      192.017     0.845985      35.2979
icdg02agq_flt.fits           22014-04-1109:46:59       88.435623      75853.2      188.053     0.822382      37.0938
icdg02alq_flt.fits           22014-04-1109:54:55       88.435623      75520.8      191.578     0.636381      37.0197
icdg02anq_flt.fits           22014-04-1109:56:42       88.435623      77462.7      189.621     0.386587      38.5240
icdg02aoq_flt.fits           22014-04-1109:58:29       88.435623      76934.5      197.436     0.501534      37.1340
icdg02arq_flt.fits           22014-04-1110:04:39       88.435623      78861.2      183.407     0.537771      34.5055
icdg02asq_flt.fits           22014-04-1110:06:26       88.435623      79035.8      179.294     0.522564      36.5332
icdg02atq_flt.fits           22014-04-1110:08:13       88.435623      79244.9      180.624     0.496487      37.1027
icdg02axq_flt.fits           22014-04-1110:16:09       88.435623      77175.2      187.893     0.493799      38.8501
icdg02ayq_flt.fits           22014-04-1110:17:56       88.435623      78178.7      188.186     0.322701      40.4393
icdg03baq_flt.fits           32014-04-1111:19:03       88.435623      77947.3      191.051     0.647696      32.2611
icdg03bbq_flt.fits           32014-04-1111:20:50       88.435623      78870.6      187.327     0.520044      33.6089
icdg03bcq_flt.fits           32014-04-1111:22:37       88.435623      79174.2      190.619     0.390635      32.2426
icdg03bhq_flt.fits           32014-04-1111:30:33       88.435623      77550.0      198.845     0.579874      37.0093
icdg03biq_flt.fits           32014-04-1111:32:20       88.435623      77832.8      195.033     0.504091      36.1664
icdg03bjq_flt.fits           32014-04-1111:34:07       88.435623      77966.8      193.139     0.514479      36.1447
icdg03bmq_flt.fits           32014-04-1111:40:17       88.435623      79720.0      174.370     0.319649      36.2445
icdg03bnq_flt.fits           32014-04-1111:42:04       88.435623      79335.1      177.419     0.372353      36.4758
icdg03boq_flt.fits           32014-04-1111:43:51       88.435623      79455.5      178.792     0.288364      36.3528
icdg03bsq_flt.fits           32014-04-1111:51:47       88.435623      79057.8      179.953     0.335203      36.0865
icdg03btq_flt.fits           32014-04-1111:53:34       88.435623      79032.8      178.783     0.267401      38.4986
icdg03buq_flt.fits           32014-04-1111:55:21       88.435623      79079.1      180.842     0.323513      37.8642
icdg04bzq_flt.fits           42014-04-1112:54:41       88.435623      76180.1      185.059      1.01875      35.6176
icdg04c0q_flt.fits           42014-04-1112:56:28       88.435623      76106.7      189.734     0.912128      36.0111
icdg04c1q_flt.fits           42014-04-1112:58:15       88.435623      76297.7      184.554     0.854113      35.2375
icdg04c6q_flt.fits           42014-04-1113:06:11       88.435623      75907.4      187.564     0.575438      37.1728
icdg04c7q_flt.fits           42014-04-1113:07:58       88.435623      76357.9      191.350     0.551924      35.7415
icdg04c8q_flt.fits           42014-04-1113:09:45       88.435623      76694.7      199.034     0.422182      37.7366
icdg04cbq_flt.fits           42014-04-1113:15:55       88.435623      78709.9      173.496     0.620625      36.9131
icdg04ccq_flt.fits           42014-04-1113:17:42       88.435623      78917.5      178.363     0.633926      38.1146
icdg04cdq_flt.fits           42014-04-1113:19:29       88.435623      79564.8      182.873     0.486673      37.8871
icdg04chq_flt.fits           42014-04-1113:27:25       88.435623      77942.8      184.533     0.322243      41.0973
icdg04ciq_flt.fits           42014-04-1113:29:12       88.435623      77962.6      181.421     0.396730      39.1383
icdg04cjq_flt.fits           42014-04-1113:30:59       88.435623      78301.3      181.407     0.359274      39.8187
icdg05coq_flt.fits           52014-04-1114:31:14       88.435623      77605.3      186.825     0.743395      30.4260
icdg05cpq_flt.fits           52014-04-1114:33:01       88.435623      77777.7      187.516     0.626942      31.1111
